Session Key,Result,Decline Type,Original Transaction Amount,Transaction Amount,Status Code,Response Message,Transaction Time,Transaction Reversal,Date and Time
M3UF4PG39G,success,,402374.53,402374.53,000,Transaction Approved,2023-09-29 00:18:03.578952,no,2023-09-29 00:18:03
VY3OAEOLLI,failure,business,610004.55,610004.55,600,,2023-09-28 23:40:03.578973,no,2023-09-28 23:40:03
LC7641AM6Y,failure,technical,590921.4,-331525.74,300,,2023-09-28 16:56:03.578989,yes,2023-09-28 16:56:03
786QROWESR,failure,business,341011.25,-168960.11,600,,2023-09-29 04:29:03.579005,yes,2023-09-29 04:29:03
0CBN6QGUKJ,failure,technical,448733.13,448733.13,100,,2023-09-28 13:26:03.579021,no,2023-09-28 13:26:03
X10DFH0HLS,failure,technical,2748.36,-1489.14,100,,2023-09-28 18:41:03.579036,yes,2023-09-28 18:41:03
6U7QEZ5GBZ,success,,755125.77,755125.77,0,Transaction Approved,2023-09-28 23:32:03.579051,no,2023-09-28 23:32:03
HLE1US7UL8,failure,technical,555731.33,555731.33,300,,2023-09-28 17:21:03.579066,no,2023-09-28 17:21:03
OJO9ILA9E1,failure,technical,847449.31,-348782.11,300,,2023-09-29 07:24:03.579081,yes,2023-09-29 07:24:03
VCRJCVHS7E,failure,business,473840.23,-249966.83,500,,2023-09-29 12:18:03.579097,yes,2023-09-29 12:18:03
UMXTNZMDTN,failure,technical,750449.84,-609917.91,200,,2023-09-28 13:13:03.579113,yes,2023-09-28 13:13:03
WHVVY57GZ0,failure,business,346327.05,346327.05,400,,2023-09-28 21:39:03.579130,no,2023-09-28 21:39:03
1FRESMQPLU,success,,90427.0,-53785.34,00,Transaction Approved,2023-09-29 07:09:03.579146,yes,2023-09-29 07:09:03
5FVSFX4KT4,failure,business,163804.49,163804.49,500,,2023-09-29 02:01:03.579162,no,2023-09-29 02:01:03
IZ6HLI696X,failure,business,648651.27,-133773.47,600,,2023-09-29 10:16:03.579177,yes,2023-09-29 10:16:03
8HO5DKUQ7C,failure,business,403331.87,403331.87,400,,2023-09-28 14:50:03.579192,no,2023-09-28 14:50:03
K1N548DYGN,success,,843256.18,-532644.94,0,Transaction Approved,2023-09-28 14:06:03.579207,yes,2023-09-28 14:06:03
5OIWHT8BLT,failure,technical,891908.81,-276360.96,200,,2023-09-29 06:04:03.579222,yes,2023-09-29 06:04:03
KTXLC3WI5X,success,,487734.5,487734.5,0,Transaction Approved,2023-09-29 00:31:03.579238,no,2023-09-29 00:31:03
F026HL413F,failure,technical,535076.0,535076.0,300,,2023-09-28 13:13:03.579253,no,2023-09-28 13:13:03
KOEL13HH3Y,failure,business,103099.33,-72363.47,500,,2023-09-29 07:49:03.579268,yes,2023-09-29 07:49:03
M3RHRXKAZ9,success,,74591.58,74591.58,00,Transaction Approved,2023-09-28 23:07:03.579283,no,2023-09-28 23:07:03
LFQAO7ECJC,failure,business,534730.21,-420034.91,600,,2023-09-28 22:20:03.579298,yes,2023-09-28 22:20:03
PVH9KIR4LC,success,,332045.8,332045.8,000,Transaction Approved,2023-09-29 07:23:03.579313,no,2023-09-29 07:23:03
2EMJUJRH23,failure,business,29857.76,-6425.61,400,,2023-09-28 19:19:03.579328,yes,2023-09-28 19:19:03
VRYYG6KY6G,success,,503875.35,503875.35,0,Transaction Approved,2023-09-28 13:35:03.579355,no,2023-09-28 13:35:03
ZD3RIGOC0J,failure,business,957359.21,-643285.02,500,,2023-09-28 16:00:03.579370,yes,2023-09-28 16:00:03
YL22AIZ56Z,failure,business,947856.7,-726828.68,600,,2023-09-28 13:21:03.579386,yes,2023-09-28 13:21:03
VTR1UR58FM,failure,business,2126.84,2126.84,600,,2023-09-28 22:58:03.579402,no,2023-09-28 22:58:03
EZPQF8WK8D,failure,business,175011.76,175011.76,500,,2023-09-28 22:12:03.579418,no,2023-09-28 22:12:03
KMR2J5GQVW,failure,business,691714.31,691714.31,500,,2023-09-28 20:06:03.579432,no,2023-09-28 20:06:03
L5KFM1TLF7,success,,808058.58,808058.58,0,Transaction Approved,2023-09-29 07:32:03.579447,no,2023-09-29 07:32:03
X7DU0FHSSP,success,,395094.67,-152546.84,00,Transaction Approved,2023-09-29 08:53:03.579461,yes,2023-09-29 08:53:03
YPOTZDOXTY,failure,business,960390.25,-444979.78,500,,2023-09-29 09:22:03.579477,yes,2023-09-29 09:22:03
YRVU55ZUS2,success,,422525.2,422525.2,0,Transaction Approved,2023-09-28 17:48:03.579492,no,2023-09-28 17:48:03
8Y8OW0E8M0,failure,business,575034.3,575034.3,400,,2023-09-29 01:06:03.579507,no,2023-09-29 01:06:03
68IYRMHK8J,failure,business,694191.31,694191.31,500,,2023-09-28 13:14:03.579523,no,2023-09-28 13:14:03
AX9TVLQZCF,failure,technical,335984.51,-58265.22,200,,2023-09-29 08:24:03.579538,yes,2023-09-29 08:24:03
4WPO3VJ1HJ,failure,business,386584.31,-267734.01,400,,2023-09-28 17:48:03.579554,yes,2023-09-28 17:48:03
5G0Q16IZ7D,success,,265964.22,-69993.04,0,Transaction Approved,2023-09-28 23:36:03.579569,yes,2023-09-28 23:36:03
LS9EYYPULY,success,,98783.22,98783.22,00,Transaction Approved,2023-09-28 17:56:03.579584,no,2023-09-28 17:56:03
PMACPA6R8H,failure,technical,760108.94,760108.94,200,,2023-09-28 17:14:03.579599,no,2023-09-28 17:14:03
O2EIGNBHNC,failure,technical,258268.33,258268.33,300,,2023-09-28 20:07:03.579614,no,2023-09-28 20:07:03
ZCR7BBUJIZ,success,,573364.49,-219401.7,000,Transaction Approved,2023-09-29 02:31:03.579630,yes,2023-09-29 02:31:03
BNWXB71ZHO,failure,technical,639616.37,639616.37,300,,2023-09-28 23:47:03.579646,no,2023-09-28 23:47:03
O5C0E699WN,failure,technical,50607.63,50607.63,300,,2023-09-28 14:01:03.579661,no,2023-09-28 14:01:03
6QJI3941B1,failure,technical,852058.41,852058.41,100,,2023-09-29 08:27:03.579677,no,2023-09-29 08:27:03
YLEFGNOC87,success,,654905.13,654905.13,0,Transaction Approved,2023-09-29 05:50:03.579691,no,2023-09-29 05:50:03
MKQGS268GM,success,,903196.48,903196.48,00,Transaction Approved,2023-09-29 02:24:03.579705,no,2023-09-29 02:24:03
OITX5IA1AP,failure,technical,774078.78,-111218.5,300,,2023-09-29 03:44:03.579720,yes,2023-09-29 03:44:03
J4DOM4JL6A,success,,67105.36,67105.36,000,Transaction Approved,2023-09-29 05:56:03.579735,no,2023-09-29 05:56:03
9H67ZYVJAP,success,,637945.44,637945.44,000,Transaction Approved,2023-09-29 02:32:03.579750,no,2023-09-29 02:32:03
C7S0Z8X2U1,failure,business,133907.1,-76161.04,600,,2023-09-28 15:10:03.579765,yes,2023-09-28 15:10:03
T5SKFDK8MN,failure,technical,715255.52,-235503.72,100,,2023-09-28 16:22:03.579781,yes,2023-09-28 16:22:03
Q4QLJDS5TO,success,,275508.12,275508.12,000,Transaction Approved,2023-09-28 19:51:03.579796,no,2023-09-28 19:51:03
GFUNXPNA28,failure,business,836524.63,-389470.31,500,,2023-09-29 01:25:03.579812,yes,2023-09-29 01:25:03
3K5579WL10,failure,technical,468749.62,468749.62,300,,2023-09-28 21:33:03.579828,no,2023-09-28 21:33:03
5QOWX0I0NW,success,,169157.63,169157.63,00,Transaction Approved,2023-09-29 10:45:03.579842,no,2023-09-29 10:45:03
8N9QXTOL36,failure,technical,202151.32,202151.32,300,,2023-09-29 01:46:03.579858,no,2023-09-29 01:46:03
KU60GQVXNT,success,,747285.63,747285.63,00,Transaction Approved,2023-09-29 01:19:03.579872,no,2023-09-29 01:19:03
AFOM44MPR8,failure,technical,36265.5,36265.5,100,,2023-09-29 00:20:03.579887,no,2023-09-29 00:20:03
9SVVBTYRD8,failure,technical,643953.96,643953.96,100,,2023-09-28 14:47:03.579902,no,2023-09-28 14:47:03
8GK72YBEZP,success,,124707.98,-82194.1,000,Transaction Approved,2023-09-29 02:34:03.579916,yes,2023-09-29 02:34:03
3HPBD7BLCB,failure,business,452720.48,-107073.45,500,,2023-09-28 20:04:03.579933,yes,2023-09-28 20:04:03
EH4R1O5QHL,failure,technical,304338.14,304338.14,100,,2023-09-28 17:07:03.579948,no,2023-09-28 17:07:03
3AGBMY23TG,failure,business,572651.44,-214918.26,500,,2023-09-29 02:17:03.579970,yes,2023-09-29 02:17:03
0UFLPJ3ZUW,success,,820951.88,-418025.54,0,Transaction Approved,2023-09-28 18:34:03.579987,yes,2023-09-28 18:34:03
WWHP819RD4,failure,technical,610243.8,610243.8,200,,2023-09-29 05:19:03.580003,no,2023-09-29 05:19:03
CPCR57OTH5,failure,business,512428.85,-77584.24,400,,2023-09-28 18:51:03.580019,yes,2023-09-28 18:51:03
LWRST9E34A,failure,business,935242.7,935242.7,600,,2023-09-28 14:45:03.580036,no,2023-09-28 14:45:03
J3F3X3IIDK,failure,technical,205995.06,-125676.13,200,,2023-09-29 05:22:03.580051,yes,2023-09-29 05:22:03
Z24TUVUBXW,success,,386356.5,-123987.64,00,Transaction Approved,2023-09-29 07:34:03.580066,yes,2023-09-29 07:34:03
A7VKE7I7VQ,failure,business,758046.04,-554109.79,400,,2023-09-29 00:46:03.580082,yes,2023-09-29 00:46:03
QVPMGZG00P,failure,technical,343569.4,-259661.15,200,,2023-09-29 00:15:03.580098,yes,2023-09-29 00:15:03
JH0H744YKA,success,,324079.75,-115525.77,0,Transaction Approved,2023-09-29 03:51:03.580113,yes,2023-09-29 03:51:03
Y49LDC9NST,success,,712124.02,712124.02,00,Transaction Approved,2023-09-29 02:36:03.580128,no,2023-09-29 02:36:03
CEONNT13W6,failure,technical,975481.12,-618439.35,100,,2023-09-28 22:46:03.580144,yes,2023-09-28 22:46:03
GXUVNAYO62,failure,business,197332.41,-33320.25,400,,2023-09-29 07:49:03.580160,yes,2023-09-29 07:49:03
04O525O123,failure,business,371470.21,371470.21,500,,2023-09-28 13:27:03.580176,no,2023-09-28 13:27:03
MCQFX6PMY7,failure,business,257684.47,257684.47,500,,2023-09-29 11:45:03.580200,no,2023-09-29 11:45:03
SSZFRUJJAS,success,,437795.94,437795.94,00,Transaction Approved,2023-09-28 13:05:03.580214,no,2023-09-28 13:05:03
6MBFYMDYYF,success,,885006.54,885006.54,00,Transaction Approved,2023-09-28 19:09:03.580228,no,2023-09-28 19:09:03
OR61XDD7HO,success,,77444.25,77444.25,00,Transaction Approved,2023-09-28 22:16:03.580243,no,2023-09-28 22:16:03
YTQ0EC01ZJ,success,,430245.31,430245.31,00,Transaction Approved,2023-09-28 13:31:03.580258,no,2023-09-28 13:31:03
6E1FTOSBX9,success,,527798.19,527798.19,000,Transaction Approved,2023-09-28 14:35:03.580272,no,2023-09-28 14:35:03
ECVWI7JXZF,success,,589623.64,589623.64,000,Transaction Approved,2023-09-28 21:01:03.580286,no,2023-09-28 21:01:03
WNHRUGNQOO,failure,business,78089.3,-58989.05,500,,2023-09-28 19:43:03.580301,yes,2023-09-28 19:43:03
SXHHMFAEQI,failure,business,775715.61,-244813.74,500,,2023-09-28 18:12:03.580317,yes,2023-09-28 18:12:03
7P2X43FHDS,success,,246811.02,246811.02,000,Transaction Approved,2023-09-28 16:43:03.580336,no,2023-09-28 16:43:03
9YXP0DN9ZM,success,,743894.53,-602493.24,00,Transaction Approved,2023-09-28 18:13:03.580350,yes,2023-09-28 18:13:03
PK4SAY6ZF6,failure,technical,28017.54,28017.54,300,,2023-09-29 00:46:03.580366,no,2023-09-29 00:46:03
7VB7314KGO,success,,944673.9,-303035.23,00,Transaction Approved,2023-09-28 18:09:03.580380,yes,2023-09-28 18:09:03
5GTV6GXOQ4,success,,736103.27,736103.27,00,Transaction Approved,2023-09-28 20:27:03.580395,no,2023-09-28 20:27:03
4DQS1BDGXE,success,,111689.87,111689.87,000,Transaction Approved,2023-09-28 12:30:03.580410,no,2023-09-28 12:30:03
QQ2I082UIQ,failure,business,226419.0,-193817.39,500,,2023-09-29 05:40:03.580425,yes,2023-09-29 05:40:03
SGRL4Q6A1Q,success,,800193.09,800193.09,000,Transaction Approved,2023-09-29 09:32:03.580440,no,2023-09-29 09:32:03
M31IESAAWP,failure,technical,300429.97,-93506.1,200,,2023-09-28 14:50:03.580456,yes,2023-09-28 14:50:03
YWED861BNU,failure,technical,941722.03,-745901.88,100,,2023-09-28 14:40:03.580472,yes,2023-09-28 14:40:03
SOTH8134VS,success,,469093.32,-206723.65,000,Transaction Approved,2023-09-28 16:44:03.580488,yes,2023-09-28 16:44:03
TKGC82ZI6L,success,,78641.27,-40447.07,00,Transaction Approved,2023-09-29 04:19:03.580502,yes,2023-09-29 04:19:03
B6WEU0YOEX,success,,180560.19,180560.19,0,Transaction Approved,2023-09-28 16:18:03.580517,no,2023-09-28 16:18:03
1KRD7ORDG2,success,,363248.09,363248.09,00,Transaction Approved,2023-09-28 21:54:03.580532,no,2023-09-28 21:54:03
7YTQ7R2K9O,success,,882710.58,882710.58,000,Transaction Approved,2023-09-28 21:53:03.580546,no,2023-09-28 21:53:03
96JCLO7LEX,success,,914089.87,914089.87,00,Transaction Approved,2023-09-29 03:00:03.580560,no,2023-09-29 03:00:03
LKD9B40DRX,failure,business,905451.59,905451.59,600,,2023-09-28 15:48:03.580575,no,2023-09-28 15:48:03
75QZY4WX6Z,success,,162442.88,-101550.28,0,Transaction Approved,2023-09-28 21:02:03.580589,yes,2023-09-28 21:02:03
EH8JZ00EK4,success,,20313.95,20313.95,000,Transaction Approved,2023-09-28 21:52:03.580604,no,2023-09-28 21:52:03
YRN3IC9N29,success,,636846.4,-543106.18,000,Transaction Approved,2023-09-28 12:30:03.580618,yes,2023-09-28 12:30:03
4VK29CFM3D,success,,459485.57,459485.57,0,Transaction Approved,2023-09-28 17:14:03.580633,no,2023-09-28 17:14:03
G2C6Y2L2VF,failure,technical,89365.71,89365.71,300,,2023-09-29 09:16:03.580648,no,2023-09-29 09:16:03
3MJDC70ZVM,success,,507919.81,507919.81,00,Transaction Approved,2023-09-29 01:39:03.580662,no,2023-09-29 01:39:03
YLZT0LD0VY,failure,technical,44639.72,-15949.71,100,,2023-09-28 13:50:03.580677,yes,2023-09-28 13:50:03
DVR9P5XVHL,failure,business,622471.4,622471.4,500,,2023-09-28 20:31:03.580693,no,2023-09-28 20:31:03
VQ5LSN2Z7O,success,,375956.57,375956.57,0,Transaction Approved,2023-09-28 14:15:03.580708,no,2023-09-28 14:15:03
68Z6XWWFZL,success,,820010.15,-592722.79,000,Transaction Approved,2023-09-29 11:49:03.580722,yes,2023-09-29 11:49:03
99K9RNYVBC,failure,business,389140.34,389140.34,500,,2023-09-28 14:00:03.580738,no,2023-09-28 14:00:03
Y6R6UWXQ98,failure,business,684419.79,684419.79,400,,2023-09-28 15:34:03.580753,no,2023-09-28 15:34:03
0AKME3V5O6,failure,technical,590342.8,-432931.21,200,,2023-09-28 15:20:03.580769,yes,2023-09-28 15:20:03
R3ESHCLVEQ,success,,372479.27,372479.27,0,Transaction Approved,2023-09-29 01:46:03.580783,no,2023-09-29 01:46:03
NGVJHEDWMM,success,,783677.94,-391973.68,000,Transaction Approved,2023-09-29 05:42:03.580799,yes,2023-09-29 05:42:03
P85RJSA2P6,failure,business,26108.8,26108.8,400,,2023-09-28 19:45:03.580815,no,2023-09-28 19:45:03
QB7Q04YP89,success,,241990.74,241990.74,0,Transaction Approved,2023-09-29 06:48:03.580830,no,2023-09-29 06:48:03
7VQG8XQ22P,failure,business,438247.44,-65510.62,600,,2023-09-29 09:42:03.580845,yes,2023-09-29 09:42:03
A45TG38S15,failure,business,25810.41,25810.41,600,,2023-09-28 22:49:03.580862,no,2023-09-28 22:49:03
S0L8IBZGP4,failure,business,572498.92,-401616.61,400,,2023-09-29 01:24:03.580877,yes,2023-09-29 01:24:03
9VFZLUCK3D,success,,203101.32,203101.32,0,Transaction Approved,2023-09-29 06:17:03.580892,no,2023-09-29 06:17:03
BV44RK2XRA,failure,business,317168.3,317168.3,500,,2023-09-28 23:20:03.580907,no,2023-09-28 23:20:03
UGFGX8DU7J,failure,business,335311.95,335311.95,400,,2023-09-28 13:16:03.580922,no,2023-09-28 13:16:03
NR519TODVR,failure,technical,369390.21,-246995.06,300,,2023-09-29 10:28:03.580937,yes,2023-09-29 10:28:03
7QQLURPYCM,success,,933668.52,-167672.53,000,Transaction Approved,2023-09-28 21:11:03.580953,yes,2023-09-28 21:11:03
H7GFHPKPVE,failure,business,715641.34,715641.34,400,,2023-09-29 07:38:03.580976,no,2023-09-29 07:38:03
WDAYEW2BUX,failure,business,382045.89,382045.89,600,,2023-09-28 19:56:03.580992,no,2023-09-28 19:56:03
8RIK5BJQWB,success,,446437.9,-127936.43,000,Transaction Approved,2023-09-28 21:18:03.581006,yes,2023-09-28 21:18:03
PTOMJQM8QB,success,,120589.25,120589.25,0,Transaction Approved,2023-09-28 18:15:03.581021,no,2023-09-28 18:15:03
HNJC04FFRE,failure,business,706894.9,706894.9,600,,2023-09-29 11:16:03.581036,no,2023-09-29 11:16:03
OBIY75DRIU,failure,business,103437.29,-57131.36,600,,2023-09-28 23:29:03.581052,yes,2023-09-28 23:29:03
OV9N621LB2,failure,business,510738.76,-172866.05,600,,2023-09-29 06:09:03.581068,yes,2023-09-29 06:09:03
JGUTU3PSOI,success,,446842.75,-382003.28,000,Transaction Approved,2023-09-29 02:09:03.581083,yes,2023-09-29 02:09:03
QVXLHWSHR0,failure,business,603104.12,-421113.42,400,,2023-09-28 17:59:03.581099,yes,2023-09-28 17:59:03
R1V5Y04WT0,failure,technical,315979.69,315979.69,300,,2023-09-28 23:28:03.581115,no,2023-09-28 23:28:03
IO1RUKGXE0,success,,79644.13,-16072.34,0,Transaction Approved,2023-09-28 19:39:03.581129,yes,2023-09-28 19:39:03
D0GS84P2KF,failure,business,602177.64,602177.64,500,,2023-09-28 14:59:03.581146,no,2023-09-28 14:59:03
CQ9D3G4TAT,success,,330782.79,-148521.52,00,Transaction Approved,2023-09-29 09:56:03.581160,yes,2023-09-29 09:56:03
HK5AC7QTRS,failure,business,887380.27,887380.27,500,,2023-09-28 19:29:03.581178,no,2023-09-28 19:29:03
CW05GV17SE,success,,7486.34,7486.34,0,Transaction Approved,2023-09-28 13:06:03.581194,no,2023-09-28 13:06:03
R9IV2BKIQC,success,,963671.75,-794164.66,000,Transaction Approved,2023-09-29 07:36:03.581208,yes,2023-09-29 07:36:03
AEUUEYP95T,failure,technical,698895.18,698895.18,300,,2023-09-28 16:05:03.581224,no,2023-09-28 16:05:03
TI5XC2NF2N,failure,technical,761160.7,-536129.49,200,,2023-09-28 17:49:03.581239,yes,2023-09-28 17:49:03
G724C7J7Z9,success,,782295.14,-562205.02,00,Transaction Approved,2023-09-28 18:57:03.581254,yes,2023-09-28 18:57:03
ZOGOEVVV3K,failure,business,917133.36,-819782.42,600,,2023-09-28 18:44:03.581270,yes,2023-09-28 18:44:03
EG25LAMYYZ,failure,business,539581.66,-385220.41,600,,2023-09-29 09:37:03.581287,yes,2023-09-29 09:37:03
4E70M9S0TG,failure,business,923326.82,-264518.0,400,,2023-09-28 18:18:03.581303,yes,2023-09-28 18:18:03
NF72I6WEIU,success,,25722.23,25722.23,000,Transaction Approved,2023-09-29 00:26:03.581320,no,2023-09-29 00:26:03
05YY0ARDY0,failure,business,56894.57,-21376.73,500,,2023-09-29 00:06:03.581339,yes,2023-09-29 00:06:03
PHNREHAGW1,success,,891021.39,891021.39,000,Transaction Approved,2023-09-28 12:44:03.581355,no,2023-09-28 12:44:03
42T2D4X466,failure,technical,78597.6,78597.6,100,,2023-09-29 11:11:03.581370,no,2023-09-29 11:11:03
Y2JQ9B51F1,success,,124016.59,124016.59,00,Transaction Approved,2023-09-29 12:19:03.581384,no,2023-09-29 12:19:03
D691T3OADC,failure,business,677975.31,-293931.94,400,,2023-09-29 11:42:03.581399,yes,2023-09-29 11:42:03
0TU6EAR7LC,success,,785408.34,-294583.85,00,Transaction Approved,2023-09-29 05:49:03.581414,yes,2023-09-29 05:49:03
XJ7U7UEHJI,success,,91745.55,-44540.46,00,Transaction Approved,2023-09-28 21:19:03.581430,yes,2023-09-28 21:19:03
4RHGB3ZMO1,failure,technical,215683.91,-183164.16,200,,2023-09-28 18:56:03.581446,yes,2023-09-28 18:56:03
2QC2FBG2YP,success,,652269.47,652269.47,000,Transaction Approved,2023-09-28 20:25:03.581461,no,2023-09-28 20:25:03
6WNA1YG537,success,,758434.51,-220343.76,000,Transaction Approved,2023-09-28 20:07:03.581476,yes,2023-09-28 20:07:03
CATTB6G40F,failure,technical,154178.11,154178.11,300,,2023-09-28 13:46:03.581492,no,2023-09-28 13:46:03
X22QAGKP9G,failure,business,352743.7,-232525.7,400,,2023-09-28 23:21:03.581507,yes,2023-09-28 23:21:03
8I8XEL11O4,failure,business,295144.85,295144.85,500,,2023-09-29 11:38:03.581524,no,2023-09-29 11:38:03
W7WY17HNBC,failure,business,498504.36,498504.36,600,,2023-09-28 14:33:03.581539,no,2023-09-28 14:33:03
6BXICDCCXV,success,,108387.32,-78026.23,0,Transaction Approved,2023-09-28 13:39:03.581552,yes,2023-09-28 13:39:03
9UGMVA9IFD,failure,business,283963.04,283963.04,400,,2023-09-29 07:20:03.581568,no,2023-09-29 07:20:03
44VECAXDVR,success,,520464.26,-407936.99,00,Transaction Approved,2023-09-29 10:01:03.581582,yes,2023-09-29 10:01:03
32D11NHEDQ,failure,technical,708868.24,708868.24,300,,2023-09-29 11:59:03.581598,no,2023-09-29 11:59:03
QV01LSFUV2,success,,643785.53,-495279.0,000,Transaction Approved,2023-09-28 13:16:03.581612,yes,2023-09-28 13:16:03
5OQCQ3GH8P,failure,technical,927845.5,-809704.91,300,,2023-09-28 23:52:03.581629,yes,2023-09-28 23:52:03
77NLHQC1BH,success,,86627.16,-45773.31,00,Transaction Approved,2023-09-28 17:02:03.581644,yes,2023-09-28 17:02:03
HUBWKPYQI0,failure,technical,352151.92,-35553.7,100,,2023-09-29 06:08:03.581660,yes,2023-09-29 06:08:03
P1QLNCY675,failure,technical,282188.97,282188.97,200,,2023-09-28 16:23:03.581676,no,2023-09-28 16:23:03
Z65GGRN722,failure,technical,380735.83,-52159.25,200,,2023-09-28 18:22:03.581692,yes,2023-09-28 18:22:03
0TGA2LIIVJ,success,,272857.78,-75084.44,0,Transaction Approved,2023-09-29 04:36:03.581707,yes,2023-09-29 04:36:03
NUN2OG0IK1,failure,technical,834005.64,834005.64,300,,2023-09-28 17:49:03.581723,no,2023-09-28 17:49:03
I3VXH2I2CJ,success,,958088.6,-225350.78,00,Transaction Approved,2023-09-29 02:31:03.581737,yes,2023-09-29 02:31:03
NNGZTFCMAO,success,,290169.5,290169.5,0,Transaction Approved,2023-09-28 18:45:03.581752,no,2023-09-28 18:45:03
3Y8AGFE6QF,success,,853496.0,-583961.94,0,Transaction Approved,2023-09-28 16:49:03.581766,yes,2023-09-28 16:49:03
6JP78IECYE,failure,technical,169243.85,169243.85,100,,2023-09-28 22:35:03.581783,no,2023-09-28 22:35:03
KHZDBFOQ1K,failure,business,570657.95,570657.95,600,,2023-09-29 00:07:03.581798,no,2023-09-29 00:07:03
GSC56R30VN,failure,technical,56164.6,-50447.11,100,,2023-09-29 04:18:03.581814,yes,2023-09-29 04:18:03
9KLKY8HZA4,success,,636822.23,-307915.51,000,Transaction Approved,2023-09-29 05:40:03.581830,yes,2023-09-29 05:40:03
U7WVPZY8VE,failure,technical,295579.47,-237274.64,200,,2023-09-28 23:26:03.581846,yes,2023-09-28 23:26:03
5IIP1TIAC0,success,,577503.04,577503.04,00,Transaction Approved,2023-09-29 03:46:03.581862,no,2023-09-29 03:46:03
4M0OQ69OV7,failure,business,798543.09,798543.09,600,,2023-09-29 05:45:03.581877,no,2023-09-29 05:45:03
YESKTZMTO3,failure,business,533753.89,533753.89,500,,2023-09-28 19:13:03.581892,no,2023-09-28 19:13:03
OPKNOV3KNA,success,,687781.33,687781.33,0,Transaction Approved,2023-09-28 16:05:03.581907,no,2023-09-28 16:05:03
BGW9C33NS7,failure,technical,827535.13,827535.13,200,,2023-09-28 17:44:03.581922,no,2023-09-28 17:44:03
UKUDLZAAR7,success,,657119.55,657119.55,00,Transaction Approved,2023-09-29 09:12:03.581936,no,2023-09-29 09:12:03
LFU3FRVQJO,success,,886825.25,886825.25,000,Transaction Approved,2023-09-29 00:42:03.581950,no,2023-09-29 00:42:03
EPTH6SIFU7,success,,906636.34,-322695.3,00,Transaction Approved,2023-09-28 20:22:03.581971,yes,2023-09-28 20:22:03
CTLYIWZ2UM,failure,business,887954.54,887954.54,500,,2023-09-29 10:50:03.581988,no,2023-09-29 10:50:03
ED9LE3THCL,success,,596764.35,-170780.06,00,Transaction Approved,2023-09-28 19:02:03.582002,yes,2023-09-28 19:02:03
1M6D2G8VLL,success,,949491.47,-258527.38,00,Transaction Approved,2023-09-28 19:56:03.582017,yes,2023-09-28 19:56:03
5A516FVCQP,success,,227339.74,227339.74,0,Transaction Approved,2023-09-29 08:15:03.582033,no,2023-09-29 08:15:03
35QFF8VU0L,success,,307866.12,307866.12,00,Transaction Approved,2023-09-29 07:41:03.582047,no,2023-09-29 07:41:03
D06CJ92P2S,failure,technical,827510.94,827510.94,300,,2023-09-29 01:34:03.582062,no,2023-09-29 01:34:03
HQ7R9DIW3L,failure,business,639291.22,639291.22,500,,2023-09-29 00:12:03.582078,no,2023-09-29 00:12:03
0IMSKEN1NP,success,,324729.01,324729.01,0,Transaction Approved,2023-09-29 08:14:03.582092,no,2023-09-29 08:14:03
IGBJOFHXFJ,success,,956516.48,956516.48,00,Transaction Approved,2023-09-29 04:17:03.582106,no,2023-09-29 04:17:03
F01VAKJXRP,failure,business,388979.79,388979.79,400,,2023-09-28 19:48:03.582120,no,2023-09-28 19:48:03
6V31KMMLAI,success,,61086.18,-51011.03,0,Transaction Approved,2023-09-28 23:15:03.582134,yes,2023-09-28 23:15:03
R8MHJWUDGU,failure,technical,143288.48,143288.48,100,,2023-09-29 03:29:03.582150,no,2023-09-29 03:29:03
SMMQRS0TXG,success,,768656.27,768656.27,00,Transaction Approved,2023-09-29 09:45:03.582164,no,2023-09-29 09:45:03
DS0UUVTPFQ,failure,technical,15795.99,-3827.52,100,,2023-09-29 09:18:03.582180,yes,2023-09-29 09:18:03
BRY8AN3GEJ,failure,business,289074.32,-125211.01,500,,2023-09-29 04:00:03.582196,yes,2023-09-29 04:00:03
468O5O4NQV,success,,356277.64,356277.64,000,Transaction Approved,2023-09-28 20:22:03.582211,no,2023-09-28 20:22:03
9MMYUQMGPG,success,,429835.03,-350982.05,00,Transaction Approved,2023-09-28 16:23:03.582225,yes,2023-09-28 16:23:03
4RQ4RMA3L6,failure,business,210189.5,210189.5,500,,2023-09-28 13:13:03.582241,no,2023-09-28 13:13:03
82EJZ8NA9N,failure,technical,884828.07,-779817.39,100,,2023-09-29 00:25:03.582256,yes,2023-09-29 00:25:03
HGGL6PYUJV,failure,business,111110.39,-89877.13,400,,2023-09-29 05:33:03.582272,yes,2023-09-29 05:33:03
U1901WLCNN,success,,666756.2,666756.2,0,Transaction Approved,2023-09-29 07:13:03.582287,no,2023-09-29 07:13:03
SFZH6580PT,success,,820228.3,-221382.47,000,Transaction Approved,2023-09-28 21:55:03.582301,yes,2023-09-28 21:55:03
FHLBU907LC,success,,454274.02,-108090.2,000,Transaction Approved,2023-09-29 08:04:03.582316,yes,2023-09-29 08:04:03
37GJ3TSVW1,failure,technical,251309.69,-131218.75,200,,2023-09-29 09:39:03.582451,yes,2023-09-29 09:39:03
ZA3T5HAC0R,success,,380179.82,380179.82,0,Transaction Approved,2023-09-28 22:01:03.582530,no,2023-09-28 22:01:03
GGBQ91GHNP,success,,273444.47,273444.47,000,Transaction Approved,2023-09-29 04:05:03.582555,no,2023-09-29 04:05:03
