Session Key,Result,Decline Type,Original Transaction Amount,Transaction Amount,Status Code,Response Message,Transaction Time,Transaction Reversal,Date and Time,Day of the Week
AT212OP09L,success,,707333.22,707333.22,0,Transaction Approved,2023-09-07 11:28:00,no,2023-09-07 11:28:00,Thursday
STDNC5IJ0P,failure,business,33898.95,-17878.01,500,,2023-09-07 19:20:00,yes,2023-09-07 19:20:00,Thursday
4Z6PRIJHOU,failure,business,590594.62,590594.62,500,,2023-09-07 12:28:00,no,2023-09-07 12:28:00,Thursday
RH9JT7STX9,success,,32348.26,32348.26,000,Transaction Approved,2023-09-07 09:00:00,no,2023-09-07 09:00:00,Thursday
2C0D54NZND,failure,business,54348.31,54348.31,400,,2023-09-07 13:49:00,no,2023-09-07 13:49:00,Thursday
YF27LC3YHY,failure,technical,455566.66,-351144.25,200,,2023-09-07 03:54:00,yes,2023-09-07 03:54:00,Thursday
E1ID4N3NQ1,success,,456865.35,456865.35,0,Transaction Approved,2023-09-07 07:59:00,no,2023-09-07 07:59:00,Thursday
QBL3A697X4,success,,401270.74,-155647.44,00,Transaction Approved,2023-09-07 02:06:00,yes,2023-09-07 02:06:00,Thursday
1O51E3P1G4,success,,714833.63,-130475.02,00,Transaction Approved,2023-09-07 07:32:00,yes,2023-09-07 07:32:00,Thursday
WVO67GCA8M,failure,business,548361.0,548361.0,600,,2023-09-07 06:28:00,no,2023-09-07 06:28:00,Thursday
G8LBG4GQGB,success,,711796.12,711796.12,0,Transaction Approved,2023-09-07 08:56:00,no,2023-09-07 08:56:00,Thursday
O2QTBJDA28,success,,735775.27,735775.27,000,Transaction Approved,2023-09-07 16:43:00,no,2023-09-07 16:43:00,Thursday
SUGNEEFWVD,success,,686474.75,-168595.4,00,Transaction Approved,2023-09-07 10:17:00,yes,2023-09-07 10:17:00,Thursday
WXTFBQLDSN,failure,technical,50282.42,50282.42,100,,2023-09-07 16:25:00,no,2023-09-07 16:25:00,Thursday
CF0OLT4576,success,,817089.86,817089.86,0,Transaction Approved,2023-09-08 15:24:00,no,2023-09-08 15:24:00,Friday
9FRMD9IHU6,success,,128056.4,128056.4,000,Transaction Approved,2023-09-08 23:57:00,no,2023-09-08 23:57:00,Friday
GD92AWQTYQ,success,,264791.55,-207320.81,0,Transaction Approved,2023-09-08 10:53:00,yes,2023-09-08 10:53:00,Friday
E14S7VIE38,success,,310276.06,-46351.82,0,Transaction Approved,2023-09-08 21:18:00,yes,2023-09-08 21:18:00,Friday
BCNDHZL8WQ,success,,275403.43,275403.43,0,Transaction Approved,2023-09-08 07:02:00,no,2023-09-08 07:02:00,Friday
0HNRXXBETZ,success,,167992.51,167992.51,00,Transaction Approved,2023-09-08 17:35:00,no,2023-09-08 17:35:00,Friday
C418GX78AY,failure,business,455640.63,455640.63,600,,2023-09-08 05:29:00,no,2023-09-08 05:29:00,Friday
0LLGYF0UJ7,success,,962267.97,-759853.24,00,Transaction Approved,2023-09-08 11:59:00,yes,2023-09-08 11:59:00,Friday
426IXC4ZO1,success,,794029.19,794029.19,0,Transaction Approved,2023-09-08 20:53:00,no,2023-09-08 20:53:00,Friday
4GRDFV8SSF,failure,technical,5872.93,-2077.35,200,,2023-09-08 15:11:00,yes,2023-09-08 15:11:00,Friday
2PV49GMOYZ,failure,business,37050.33,37050.33,500,,2023-09-08 08:54:00,no,2023-09-08 08:54:00,Friday
YJ0C82LCET,failure,technical,287115.59,287115.59,200,,2023-09-08 21:24:00,no,2023-09-08 21:24:00,Friday
86KNHEITWZ,failure,technical,806631.97,-346568.74,100,,2023-09-08 18:47:00,yes,2023-09-08 18:47:00,Friday
T3NLTXNUT5,failure,technical,774029.78,-313202.81,300,,2023-09-08 03:42:00,yes,2023-09-08 03:42:00,Friday
L8U4RLUYBU,failure,technical,312008.78,-50116.32,100,,2023-09-08 15:47:00,yes,2023-09-08 15:47:00,Friday
9MG8Y5ZS9Q,success,,99393.61,-86016.55,000,Transaction Approved,2023-09-08 10:41:00,yes,2023-09-08 10:41:00,Friday
DW12836L1S,failure,business,479510.98,479510.98,400,,2023-09-08 19:45:00,no,2023-09-08 19:45:00,Friday
02KYSMOT9B,failure,technical,576411.16,576411.16,100,,2023-09-08 13:43:00,no,2023-09-08 13:43:00,Friday
RVGP3C1DJY,success,,31842.95,-21985.86,0,Transaction Approved,2023-09-08 07:19:00,yes,2023-09-08 07:19:00,Friday
K547IXACAG,success,,538416.78,538416.78,0,Transaction Approved,2023-09-08 23:09:00,no,2023-09-08 23:09:00,Friday
BQ8MXYP830,failure,business,16739.96,16739.96,400,,2023-09-08 13:51:00,no,2023-09-08 13:51:00,Friday
N67UZ2AMU4,success,,340172.03,340172.03,00,Transaction Approved,2023-09-08 02:08:00,no,2023-09-08 02:08:00,Friday
QPQRS1T50V,success,,747933.82,-469610.36,000,Transaction Approved,2023-09-08 02:15:00,yes,2023-09-08 02:15:00,Friday
O3LWRDO4KE,failure,technical,768384.08,768384.08,200,,2023-09-08 22:14:00,no,2023-09-08 22:14:00,Friday
Z38G98O4RI,failure,business,642061.23,642061.23,400,,2023-09-08 12:01:00,no,2023-09-08 12:01:00,Friday
W4B3NGQ3FC,failure,business,726274.3,-639477.65,500,,2023-09-08 02:11:00,yes,2023-09-08 02:11:00,Friday
TD6HMX7YTF,failure,business,101728.46,-74600.89,500,,2023-09-08 19:44:00,yes,2023-09-08 19:44:00,Friday
48UK48G1GI,success,,614912.73,-438406.54,0,Transaction Approved,2023-09-08 07:30:00,yes,2023-09-08 07:30:00,Friday
HR9L5V5KBJ,success,,344543.14,344543.14,00,Transaction Approved,2023-09-08 20:28:00,no,2023-09-08 20:28:00,Friday
AVLCR82SVB,failure,technical,825703.44,825703.44,200,,2023-09-08 20:05:00,no,2023-09-08 20:05:00,Friday
FWTBL5X5IC,failure,business,783918.39,-633376.14,400,,2023-09-08 12:46:00,yes,2023-09-08 12:46:00,Friday
63MAB0NOVD,success,,148559.36,-95929.36,0,Transaction Approved,2023-09-08 14:18:00,yes,2023-09-08 14:18:00,Friday
YQHGC0I43Z,failure,technical,810332.95,-692572.64,200,,2023-09-08 23:24:00,yes,2023-09-08 23:24:00,Friday
HPOXMAC1D7,failure,business,273486.07,-167727.8,500,,2023-09-08 06:42:00,yes,2023-09-08 06:42:00,Friday
8KXU02Z96D,failure,business,467636.81,-102481.42,500,,2023-09-08 21:27:00,yes,2023-09-08 21:27:00,Friday
H8P3DR1RFX,success,,835430.99,-492133.79,00,Transaction Approved,2023-09-08 09:49:00,yes,2023-09-08 09:49:00,Friday
ADL35NSS6T,success,,638298.01,-543517.06,00,Transaction Approved,2023-09-08 15:14:00,yes,2023-09-08 15:14:00,Friday
TQP719W8GE,failure,technical,922989.95,-682501.85,200,,2023-09-08 10:15:00,yes,2023-09-08 10:15:00,Friday
1R7GLMVQ0L,failure,technical,16822.58,16822.58,100,,2023-09-08 14:48:00,no,2023-09-08 14:48:00,Friday
PO8JMREC5D,success,,948697.09,-253441.36,00,Transaction Approved,2023-09-08 18:11:00,yes,2023-09-08 18:11:00,Friday
ZB7JX60AFN,success,,85790.1,-56358.59,0,Transaction Approved,2023-09-08 12:50:00,yes,2023-09-08 12:50:00,Friday
A5E9QPZ6WW,failure,technical,396599.22,396599.22,200,,2023-09-08 10:31:00,no,2023-09-08 10:31:00,Friday
S6S540Y9LY,failure,business,311053.29,-226419.63,400,,2023-09-08 01:47:00,yes,2023-09-08 01:47:00,Friday
32N89BW4ZB,success,,353366.99,353366.99,00,Transaction Approved,2023-09-08 00:30:00,no,2023-09-08 00:30:00,Friday
2FXOE1S1WT,failure,business,484122.26,-202338.79,600,,2023-09-08 20:36:00,yes,2023-09-08 20:36:00,Friday
YN49A8K3TT,failure,technical,504124.58,504124.58,100,,2023-09-08 16:00:00,no,2023-09-08 16:00:00,Friday
Y9Y59QDHNF,failure,business,218866.04,218866.04,500,,2023-09-08 15:08:00,no,2023-09-08 15:08:00,Friday
38KFJTNK0T,failure,technical,117616.62,117616.62,300,,2023-09-08 01:48:00,no,2023-09-08 01:48:00,Friday
GE4XSPESFN,failure,business,782261.25,-261524.61,600,,2023-09-08 20:19:00,yes,2023-09-08 20:19:00,Friday
FUEMWYWDQ0,failure,technical,880943.77,880943.77,200,,2023-09-08 16:57:00,no,2023-09-08 16:57:00,Friday
T1JXQ8XKBB,failure,business,27868.77,27868.77,500,,2023-09-08 22:10:00,no,2023-09-08 22:10:00,Friday
NQ4CMETIEQ,success,,271442.2,271442.2,0,Transaction Approved,2023-09-08 01:13:00,no,2023-09-08 01:13:00,Friday
NV9BMXLJB9,success,,190762.65,-52357.07,00,Transaction Approved,2023-09-08 14:02:00,yes,2023-09-08 14:02:00,Friday
UYR3NUMO9R,success,,151800.28,-52933.44,00,Transaction Approved,2023-09-08 02:58:00,yes,2023-09-08 02:58:00,Friday
VQYXNHJCLU,success,,831792.61,-151692.43,000,Transaction Approved,2023-09-08 20:58:00,yes,2023-09-08 20:58:00,Friday
Y17JJ9C6X3,failure,business,924629.63,924629.63,500,,2023-09-08 10:52:00,no,2023-09-08 10:52:00,Friday
XBZMZ863C0,success,,47669.51,47669.51,0,Transaction Approved,2023-09-08 07:14:00,no,2023-09-08 07:14:00,Friday
FF72916N0D,failure,business,355351.57,355351.57,600,,2023-09-08 06:30:00,no,2023-09-08 06:30:00,Friday
CIV3KP59SE,failure,business,334194.99,-125245.11,500,,2023-09-08 11:43:00,yes,2023-09-08 11:43:00,Friday
6V3N5IQW8T,success,,240778.4,240778.4,00,Transaction Approved,2023-09-08 13:37:00,no,2023-09-08 13:37:00,Friday
JEF1IUWHF0,success,,750081.35,750081.35,00,Transaction Approved,2023-09-08 19:05:00,no,2023-09-08 19:05:00,Friday
2JCF5CNY9L,success,,223141.31,-23778.63,000,Transaction Approved,2023-09-08 18:03:00,yes,2023-09-08 18:03:00,Friday
FBYOEBEWVH,failure,business,982817.29,982817.29,500,,2023-09-08 04:34:00,no,2023-09-08 04:34:00,Friday
JWTCXZDCLA,failure,technical,252208.64,-103007.08,100,,2023-09-08 20:22:00,yes,2023-09-08 20:22:00,Friday
UQWJ4OAJKJ,failure,business,160912.8,160912.8,600,,2023-09-08 01:27:00,no,2023-09-08 01:27:00,Friday
OUE467OVDT,failure,technical,574653.63,574653.63,200,,2023-09-08 16:38:00,no,2023-09-08 16:38:00,Friday
5Z46WH7B6O,failure,business,857291.74,-506776.6,400,,2023-09-08 09:03:00,yes,2023-09-08 09:03:00,Friday
B5EZPBEH7G,failure,business,951626.08,-253663.02,600,,2023-09-08 05:38:00,yes,2023-09-08 05:38:00,Friday
O5OTHQ193C,success,,998125.12,-286024.71,0,Transaction Approved,2023-09-08 10:57:00,yes,2023-09-08 10:57:00,Friday
2T0SULYDAN,success,,158326.62,158326.62,000,Transaction Approved,2023-09-08 11:38:00,no,2023-09-08 11:38:00,Friday
AFCS5NOI7Y,failure,technical,387055.08,-307510.39,100,,2023-09-08 16:48:00,yes,2023-09-08 16:48:00,Friday
I845HKX26O,success,,823325.36,-416657.96,000,Transaction Approved,2023-09-08 11:27:00,yes,2023-09-08 11:27:00,Friday
UNQGZVV2R8,failure,business,160609.62,-134950.32,600,,2023-09-08 22:13:00,yes,2023-09-08 22:13:00,Friday
2RKH20Q66N,success,,682972.95,682972.95,00,Transaction Approved,2023-09-08 05:56:00,no,2023-09-08 05:56:00,Friday
UUZTL7SKQU,success,,585145.14,-456487.67,000,Transaction Approved,2023-09-08 01:37:00,yes,2023-09-08 01:37:00,Friday
KHOABNA0W5,success,,32852.62,-7684.43,0,Transaction Approved,2023-09-08 03:35:00,yes,2023-09-08 03:35:00,Friday
4D80R9N0VA,failure,business,980375.68,980375.68,500,,2023-09-08 01:12:00,no,2023-09-08 01:12:00,Friday
CLSOUXY6Q8,failure,technical,543028.46,543028.46,100,,2023-09-08 01:29:00,no,2023-09-08 01:29:00,Friday
4ZC5NBPTVT,success,,578121.61,-463333.05,00,Transaction Approved,2023-09-08 02:42:00,yes,2023-09-08 02:42:00,Friday
X9O39HX47D,failure,business,237950.72,237950.72,600,,2023-09-08 00:14:00,no,2023-09-08 00:14:00,Friday
IHGM2SG5FK,success,,79062.5,79062.5,000,Transaction Approved,2023-09-08 15:23:00,no,2023-09-08 15:23:00,Friday
4PGQD5HCTK,success,,534365.4,-376836.7,00,Transaction Approved,2023-09-08 08:04:00,yes,2023-09-08 08:04:00,Friday
YJ9PD0WVJ0,success,,432559.5,-374715.12,000,Transaction Approved,2023-09-08 20:46:00,yes,2023-09-08 20:46:00,Friday
3RYHZ1PHID,failure,business,642290.96,642290.96,500,,2023-09-08 21:08:00,no,2023-09-08 21:08:00,Friday
T6OA1X1SU5,failure,business,323372.04,323372.04,600,,2023-09-08 07:31:00,no,2023-09-08 07:31:00,Friday
QIRF271YZI,failure,technical,7455.77,-6158.15,100,,2023-09-08 04:19:00,yes,2023-09-08 04:19:00,Friday
6Y99FJJ0LQ,failure,business,184734.42,184734.42,400,,2023-09-08 08:17:00,no,2023-09-08 08:17:00,Friday
RQ6E35S0L2,success,,141372.42,-106575.95,0,Transaction Approved,2023-09-08 09:38:00,yes,2023-09-08 09:38:00,Friday
Z7G7KN1J92,success,,718563.68,-569501.21,0,Transaction Approved,2023-09-08 17:15:00,yes,2023-09-08 17:15:00,Friday
6CQEKQTJEP,failure,technical,852620.69,852620.69,100,,2023-09-08 09:40:00,no,2023-09-08 09:40:00,Friday
J0BVWXPK8W,success,,444665.43,-85553.67,000,Transaction Approved,2023-09-08 21:58:00,yes,2023-09-08 21:58:00,Friday
4UUWWNQRRO,failure,technical,570597.13,-142184.96,300,,2023-09-08 21:53:00,yes,2023-09-08 21:53:00,Friday
BQGVEH8E8C,success,,282160.02,-200199.61,0,Transaction Approved,2023-09-08 13:23:00,yes,2023-09-08 13:23:00,Friday
USVYMP99IQ,failure,business,545934.83,-375480.52,400,,2023-09-08 03:33:00,yes,2023-09-08 03:33:00,Friday
L7PE66TLAC,failure,business,669945.15,669945.15,600,,2023-09-08 07:41:00,no,2023-09-08 07:41:00,Friday
FCWWTE21NL,success,,660246.12,660246.12,00,Transaction Approved,2023-09-08 01:39:00,no,2023-09-08 01:39:00,Friday
RA7YWWOU7I,failure,business,709967.07,709967.07,400,,2023-09-08 23:05:00,no,2023-09-08 23:05:00,Friday
M6BWUVJPGD,success,,383850.84,383850.84,00,Transaction Approved,2023-09-08 01:47:00,no,2023-09-08 01:47:00,Friday
M48OQWFMAP,failure,business,619650.94,619650.94,600,,2023-09-08 02:06:00,no,2023-09-08 02:06:00,Friday
TUSJ6BMRS0,success,,162553.67,-107180.49,000,Transaction Approved,2023-09-08 13:40:00,yes,2023-09-08 13:40:00,Friday
Z9DQZO3YPD,success,,677402.44,-196716.77,000,Transaction Approved,2023-09-09 18:41:00,yes,2023-09-09 18:41:00,Saturday
3K86NWUMXJ,failure,business,781639.4,781639.4,500,,2023-09-09 16:27:00,no,2023-09-09 16:27:00,Saturday
89819GOSSK,failure,business,367979.52,-276126.39,500,,2023-09-09 16:04:00,yes,2023-09-09 16:04:00,Saturday
PY0J72642X,success,,872633.21,872633.21,00,Transaction Approved,2023-09-09 11:46:00,no,2023-09-09 11:46:00,Saturday
3AQLA7YAQJ,failure,business,339554.11,339554.11,500,,2023-09-09 17:49:00,no,2023-09-09 17:49:00,Saturday
5Q81L06PWN,failure,technical,785243.94,785243.94,200,,2023-09-09 16:39:00,no,2023-09-09 16:39:00,Saturday
3JJTSYG8MF,failure,business,243500.28,-156310.39,600,,2023-09-09 08:35:00,yes,2023-09-09 08:35:00,Saturday
3VGMJ1JHS9,failure,technical,822067.81,-654443.55,300,,2023-09-09 10:21:00,yes,2023-09-09 10:21:00,Saturday
6E2FK7A8HA,success,,142676.06,-81121.24,00,Transaction Approved,2023-09-09 16:38:00,yes,2023-09-09 16:38:00,Saturday
YFO2LTWU2O,success,,569375.89,-137499.29,0,Transaction Approved,2023-09-09 02:48:00,yes,2023-09-09 02:48:00,Saturday
28WJQP34ZQ,success,,926551.26,-309015.09,00,Transaction Approved,2023-09-09 02:18:00,yes,2023-09-09 02:18:00,Saturday
72WUH6TC9L,success,,239196.47,239196.47,000,Transaction Approved,2023-09-09 07:12:00,no,2023-09-09 07:12:00,Saturday
FKSVXFC570,failure,business,975441.3,-175027.57,400,,2023-09-09 17:26:00,yes,2023-09-09 17:26:00,Saturday
IFHCIZRY53,success,,58246.96,58246.96,0,Transaction Approved,2023-09-09 18:11:00,no,2023-09-09 18:11:00,Saturday
964UOF7RAW,success,,616508.86,616508.86,000,Transaction Approved,2023-09-09 09:33:00,no,2023-09-09 09:33:00,Saturday
UK7SMOKVXL,success,,643632.5,-444443.62,00,Transaction Approved,2023-09-09 01:20:00,yes,2023-09-09 01:20:00,Saturday
WVSIEKY5N6,success,,617279.6,-382424.33,00,Transaction Approved,2023-09-09 13:10:00,yes,2023-09-09 13:10:00,Saturday
C340A26409,failure,business,915460.23,915460.23,400,,2023-09-09 19:16:00,no,2023-09-09 19:16:00,Saturday
32T72Z7ULN,failure,business,56830.66,56830.66,600,,2023-09-09 10:11:00,no,2023-09-09 10:11:00,Saturday
COSNF5FVAX,success,,878610.61,-779220.72,000,Transaction Approved,2023-09-09 12:05:00,yes,2023-09-09 12:05:00,Saturday
MD3HPUI6PN,success,,693100.17,693100.17,00,Transaction Approved,2023-09-09 05:06:00,no,2023-09-09 05:06:00,Saturday
CIYT1X0Z63,failure,technical,687553.88,687553.88,200,,2023-09-09 22:30:00,no,2023-09-09 22:30:00,Saturday
EXHITNS93O,success,,470886.6,-278998.99,0,Transaction Approved,2023-09-09 15:28:00,yes,2023-09-09 15:28:00,Saturday
IY3ABI7867,failure,business,529245.92,529245.92,600,,2023-09-09 22:05:00,no,2023-09-09 22:05:00,Saturday
1FJ45QZFVI,success,,272042.32,-36474.68,0,Transaction Approved,2023-09-09 22:16:00,yes,2023-09-09 22:16:00,Saturday
VE85MMXRZU,failure,business,330974.6,330974.6,500,,2023-09-09 02:46:00,no,2023-09-09 02:46:00,Saturday
1WZJK682RI,failure,technical,157081.16,-37229.21,200,,2023-09-09 02:27:00,yes,2023-09-09 02:27:00,Saturday
Q1GUXS3QXI,failure,technical,279748.84,-65763.76,100,,2023-09-09 07:33:00,yes,2023-09-09 07:33:00,Saturday
SDVBF4SKUS,failure,technical,575721.35,575721.35,300,,2023-09-09 17:12:00,no,2023-09-09 17:12:00,Saturday
SX331XNNK6,success,,488216.85,488216.85,00,Transaction Approved,2023-09-09 10:21:00,no,2023-09-09 10:21:00,Saturday
767JTTS57F,success,,205304.63,-100743.43,0,Transaction Approved,2023-09-09 02:25:00,yes,2023-09-09 02:25:00,Saturday
OYPQH2T2J3,failure,technical,193311.56,193311.56,200,,2023-09-09 00:18:00,no,2023-09-09 00:18:00,Saturday
K0HCF3CB50,failure,technical,653041.08,-345819.44,300,,2023-09-09 00:45:00,yes,2023-09-09 00:45:00,Saturday
EH026F2CI1,failure,business,89728.79,89728.79,500,,2023-09-09 10:54:00,no,2023-09-09 10:54:00,Saturday
QEH1D5Z89G,failure,technical,737322.43,737322.43,100,,2023-09-09 04:41:00,no,2023-09-09 04:41:00,Saturday
CDHWE01WQN,success,,311457.01,-237910.34,00,Transaction Approved,2023-09-09 04:38:00,yes,2023-09-09 04:38:00,Saturday
ZD6RX61K4C,success,,587594.94,-468247.91,000,Transaction Approved,2023-09-09 02:12:00,yes,2023-09-09 02:12:00,Saturday
PMGETQ2T1G,success,,473486.56,473486.56,00,Transaction Approved,2023-09-09 17:17:00,no,2023-09-09 17:17:00,Saturday
0QT7E4STA5,failure,business,1319.89,1319.89,400,,2023-09-09 15:54:00,no,2023-09-09 15:54:00,Saturday
SPITRHUE0R,success,,932114.56,932114.56,00,Transaction Approved,2023-09-09 13:39:00,no,2023-09-09 13:39:00,Saturday
LF6DF31R6R,failure,technical,498138.3,-267818.33,300,,2023-09-09 03:24:00,yes,2023-09-09 03:24:00,Saturday
PLL34HQ188,failure,business,988890.9,-107067.45,500,,2023-09-09 13:34:00,yes,2023-09-09 13:34:00,Saturday
7FOB3T3L5B,failure,business,1014.83,-567.64,500,,2023-09-09 03:40:00,yes,2023-09-09 03:40:00,Saturday
3O7X6SK5Y7,success,,865498.53,865498.53,000,Transaction Approved,2023-09-09 03:59:00,no,2023-09-09 03:59:00,Saturday
3P6F6UFZ2X,failure,business,683371.34,683371.34,500,,2023-09-09 04:36:00,no,2023-09-09 04:36:00,Saturday
QA9AG5R8SV,failure,technical,39486.17,-31013.53,200,,2023-09-09 19:54:00,yes,2023-09-09 19:54:00,Saturday
06XZSG1PNC,success,,591879.23,-200593.16,0,Transaction Approved,2023-09-09 21:36:00,yes,2023-09-09 21:36:00,Saturday
KT2TS6Y0CA,success,,15367.42,15367.42,00,Transaction Approved,2023-09-09 04:10:00,no,2023-09-09 04:10:00,Saturday
WI0ORJV18N,failure,technical,508023.61,508023.61,300,,2023-09-09 13:01:00,no,2023-09-09 13:01:00,Saturday
8UPEUBH0CA,failure,business,648568.96,-214612.71,600,,2023-09-09 09:12:00,yes,2023-09-09 09:12:00,Saturday
X2RU470CTQ,success,,991005.0,-381865.01,00,Transaction Approved,2023-09-09 22:22:00,yes,2023-09-09 22:22:00,Saturday
YB9MDHUFQV,failure,technical,232908.39,232908.39,200,,2023-09-09 17:10:00,no,2023-09-09 17:10:00,Saturday
WAXW1JIWNP,failure,technical,46001.79,-13324.27,200,,2023-09-09 01:16:00,yes,2023-09-09 01:16:00,Saturday
0MN78ABGHK,success,,859548.42,-546270.71,000,Transaction Approved,2023-09-09 16:10:00,yes,2023-09-09 16:10:00,Saturday
Y6DVX6Y3TN,failure,technical,517226.09,-388327.29,200,,2023-09-09 20:41:00,yes,2023-09-09 20:41:00,Saturday
L2VNS0WSMQ,failure,technical,921183.88,-786631.43,100,,2023-09-09 19:37:00,yes,2023-09-09 19:37:00,Saturday
YVWSOJCSKW,failure,business,919643.15,919643.15,600,,2023-09-09 18:10:00,no,2023-09-09 18:10:00,Saturday
BL8WMD2KFM,failure,business,133310.28,-119453.36,500,,2023-09-09 19:10:00,yes,2023-09-09 19:10:00,Saturday
Y6J3V3O3SS,failure,business,27117.41,-21114.98,600,,2023-09-09 00:49:00,yes,2023-09-09 00:49:00,Saturday
TFLBS1E7I5,success,,946121.44,946121.44,000,Transaction Approved,2023-09-09 06:04:00,no,2023-09-09 06:04:00,Saturday
N09K9P16TA,failure,technical,238425.45,238425.45,200,,2023-09-09 15:03:00,no,2023-09-09 15:03:00,Saturday
2564CWVZC7,failure,technical,261808.41,-186187.44,100,,2023-09-09 13:15:00,yes,2023-09-09 13:15:00,Saturday
Q4AU9EQS8G,failure,business,113510.12,113510.12,500,,2023-09-09 03:55:00,no,2023-09-09 03:55:00,Saturday
8KRBDOHPNH,success,,127854.1,-89404.6,0,Transaction Approved,2023-09-09 22:59:00,yes,2023-09-09 22:59:00,Saturday
SCJ6RUX7A9,failure,business,488299.08,-195407.25,500,,2023-09-09 14:42:00,yes,2023-09-09 14:42:00,Saturday
YGH067KXYS,success,,202484.96,202484.96,000,Transaction Approved,2023-09-09 07:37:00,no,2023-09-09 07:37:00,Saturday
FDNTQ6H9WK,success,,301433.13,301433.13,00,Transaction Approved,2023-09-09 00:18:00,no,2023-09-09 00:18:00,Saturday
L8G00OJ6JL,success,,320909.8,-184368.22,0,Transaction Approved,2023-09-09 12:52:00,yes,2023-09-09 12:52:00,Saturday
2XY5HT8PX9,failure,business,139076.24,-17895.46,400,,2023-09-09 14:03:00,yes,2023-09-09 14:03:00,Saturday
9OSSOMV1LB,success,,735313.66,735313.66,00,Transaction Approved,2023-09-09 10:22:00,no,2023-09-09 10:22:00,Saturday
2U18VWW9HM,failure,technical,862777.75,862777.75,300,,2023-09-09 13:01:00,no,2023-09-09 13:01:00,Saturday
TLBUZCSPDN,failure,technical,768838.33,768838.33,200,,2023-09-09 23:13:00,no,2023-09-09 23:13:00,Saturday
I2KGELM272,failure,technical,903285.21,903285.21,300,,2023-09-09 20:37:00,no,2023-09-09 20:37:00,Saturday
B1Y2JVNFHP,failure,business,24596.62,-7133.18,600,,2023-09-09 00:03:00,yes,2023-09-09 00:03:00,Saturday
G1PKPIUS7O,success,,202969.71,-117030.12,0,Transaction Approved,2023-09-09 22:59:00,yes,2023-09-09 22:59:00,Saturday
TIR7E1YW21,success,,865072.71,865072.71,000,Transaction Approved,2023-09-09 04:57:00,no,2023-09-09 04:57:00,Saturday
J7IS9SQMPX,success,,635040.76,-490135.28,000,Transaction Approved,2023-09-09 22:00:00,yes,2023-09-09 22:00:00,Saturday
3JMTH8AUBG,failure,business,234235.43,-95526.17,600,,2023-09-09 17:28:00,yes,2023-09-09 17:28:00,Saturday
0423B7OZ7D,failure,technical,383357.59,-127142.76,100,,2023-09-09 07:16:00,yes,2023-09-09 07:16:00,Saturday
JJ47JBQY4G,success,,489237.4,489237.4,00,Transaction Approved,2023-09-09 22:07:00,no,2023-09-09 22:07:00,Saturday
IKGTX0VE1R,success,,612377.47,612377.47,00,Transaction Approved,2023-09-09 18:52:00,no,2023-09-09 18:52:00,Saturday
HNA3CLJ6XY,failure,technical,222151.56,-38186.89,300,,2023-09-09 21:15:00,yes,2023-09-09 21:15:00,Saturday
75ML4W577U,failure,business,167377.72,167377.72,500,,2023-09-09 10:25:00,no,2023-09-09 10:25:00,Saturday
XO85MLBS73,failure,technical,443664.72,-387142.85,300,,2023-09-09 07:30:00,yes,2023-09-09 07:30:00,Saturday
K1718SNOQC,success,,215510.96,-126326.99,000,Transaction Approved,2023-09-09 22:33:00,yes,2023-09-09 22:33:00,Saturday
M2DDVLRXGJ,success,,446377.69,-178025.47,0,Transaction Approved,2023-09-09 21:29:00,yes,2023-09-09 21:29:00,Saturday
XUZM1ZCWBB,failure,business,345267.03,-171580.27,400,,2023-09-09 08:58:00,yes,2023-09-09 08:58:00,Saturday
W3TXMTVBOC,success,,414355.43,-274709.5,00,Transaction Approved,2023-09-09 14:05:00,yes,2023-09-09 14:05:00,Saturday
POBAY7IO61,failure,technical,764717.08,-230302.17,300,,2023-09-09 10:48:00,yes,2023-09-09 10:48:00,Saturday
CPHLF7JZIQ,failure,business,480076.39,480076.39,500,,2023-09-09 01:31:00,no,2023-09-09 01:31:00,Saturday
PZFAMSPEH2,failure,business,334692.08,-248323.35,500,,2023-09-09 07:27:00,yes,2023-09-09 07:27:00,Saturday
0BCIHV7XWP,failure,technical,69843.4,69843.4,100,,2023-09-09 19:10:00,no,2023-09-09 19:10:00,Saturday
M6KOHTN05N,failure,technical,210889.95,-164216.61,300,,2023-09-09 04:02:00,yes,2023-09-09 04:02:00,Saturday
9B4N6F0MRC,success,,172916.24,-104345.58,00,Transaction Approved,2023-09-09 14:25:00,yes,2023-09-09 14:25:00,Saturday
E4XOMN4JK7,success,,740826.23,-461149.01,00,Transaction Approved,2023-09-09 08:02:00,yes,2023-09-09 08:02:00,Saturday
QLOETKGRIG,failure,business,911726.25,911726.25,500,,2023-09-09 09:49:00,no,2023-09-09 09:49:00,Saturday
NBL729PEVT,failure,business,901647.17,901647.17,400,,2023-09-09 17:40:00,no,2023-09-09 17:40:00,Saturday
CDGTUHGTCI,success,,905133.61,-239673.04,0,Transaction Approved,2023-09-09 11:53:00,yes,2023-09-09 11:53:00,Saturday
9Z9ZOXTTTL,failure,technical,876706.55,876706.55,100,,2023-09-09 13:55:00,no,2023-09-09 13:55:00,Saturday
2WLCJHOLRE,failure,business,339315.06,-36028.2,600,,2023-09-09 02:34:00,yes,2023-09-09 02:34:00,Saturday
H5DPPU78ID,failure,technical,947404.01,-668830.81,100,,2023-09-10 23:27:00,yes,2023-09-10 23:27:00,Sunday
